StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q7,Q7_8_TEXT,Q8,Q9,Q10,Q6
2024-11-08 13:30:32,2024-11-08 13:32:10,IP Address,172.59.219.249,100,98,True,2024-11-08 13:32:10,R_6lhtENPDYL1D4lK,,,,,35.2916,-80.8201,anonymous,EN,18-24,Bachelor's Degree,Somewhat uncomfortable,Not sure,,3,3,,3,,,,,,,Social Security Number,,Loan application,Very important,"Biometric ( fingerprints, facial recognition) and Behavioral(phone use patterns, etc) PIIs be compromised",Currently working in or pursuing a career in Tech
2024-11-08 13:29:32,2024-11-08 13:33:12,IP Address,49.43.228.187,100,219,True,2024-11-08 13:33:13,R_4VkDkg94gmC35Zo,,,,,17.3724,78.4378,anonymous,EN,18-24,Bachelor's Degree,Somewhat uncomfortable,"Yes, multiple times",0,5,0,,,5,5,1,,,2,Social Security Number,,"Opening an account,Loan application,Compliance with legal obligations (e.g., anti-money laundering)",Extremely important,"Traditional PIIs like passwords, email, phone, etc be compromised",Currently working in or pursuing a career in Tech
2024-11-08 13:40:07,2024-11-08 13:43:52,IP Address,120.22.224.212,100,224,True,2024-11-08 13:43:53,R_4dNzJLP7FoJeMGz,,,,,-27.5586,153.0981,anonymous,EN,25-34,Master's Degree,Neither comfortable nor uncomfortable,"Yes, once",,,5,,5,5,,,,5,,Personal Address,,"Opening an account,Loan application,Credit scoring and risk assessment,Compliance with legal obligations (e.g., anti-money laundering)",Extremely important,"Biometric ( fingerprints, facial recognition) and Behavioral(phone use patterns, etc) PIIs be compromised",Currently working in or pursuing a career in Tech
2024-11-08 14:08:59,2024-11-08 14:11:23,IP Address,49.182.148.173,100,143,True,2024-11-08 14:11:24,R_4g6YeVyGiceahoV,,,,,-27.4946,153.0621,anonymous,EN,25-34,Bachelor's Degree,Extremely uncomfortable,"Not personally, but I know someone who has",5,5,4,2,5,1,3,1,1,5,1,Biometric information,,"Opening an account,Loan application",Extremely important,"Traditional PIIs like passwords, email, phone, etc be compromised",Currently working in or pursuing a career in Tech
2024-11-08 14:11:49,2024-11-08 14:13:56,IP Address,67.21.0.116,100,127,True,2024-11-08 14:13:57,R_1G5qAtN4N8ng4X7,,,,,37.386,-122.0144,anonymous,EN,18-24,Master's Degree,Extremely comfortable,"No, never",3,5,5,5,5,5,5,5,2,5,3,Social Security Number,,"Opening an account,Loan application,Credit scoring and risk assessment,Compliance with legal obligations (e.g., anti-money laundering)",Very important,"Traditional PIIs like passwords, email, phone, etc be compromised",Currently working in or pursuing a career in Tech
2024-11-08 15:13:58,2024-11-08 15:16:08,IP Address,136.56.55.21,100,129,True,2024-11-08 15:16:08,R_50BJkytIuJXeHw5,,,,,35.7633,-78.71,anonymous,EN,18-24,Bachelor's Degree,Somewhat uncomfortable,"No, never",1,4,2,1,5,2,4,2,1,1,1,Social Security Number,,"Loan application,Credit scoring and risk assessment",Moderately important,"Traditional PIIs like passwords, email, phone, etc be compromised",Currently working in or pursuing a career in Tech
2024-11-08 15:27:02,2024-11-08 15:28:40,IP Address,76.244.23.224,100,98,True,2024-11-08 15:28:41,R_5TcThZ56DtsdhV7,,,,,35.0562,-80.8194,anonymous,EN,18-24,High School,Somewhat uncomfortable,"Yes, once",1,5,2,2,3,1,1,1,1,1,1,Social Security Number,,"Loan application,Credit scoring and risk assessment",Extremely important,"Biometric ( fingerprints, facial recognition) and Behavioral(phone use patterns, etc) PIIs be compromised",Currently working in or pursuing a career in Tech
2024-11-08 15:54:15,2024-11-08 16:04:15,IP Address,106.76.194.138,100,599,True,2024-11-08 16:04:16,R_4jGA6VlaKZ2XRHH,,,,,17.3724,78.4378,anonymous,EN,45-54,Bachelor's Degree,Neither comfortable nor uncomfortable,"Not personally, but I know someone who has",5,5,5,5,5,5,5,5,0,5,0,Biometric information,,"Opening an account,Loan application,Credit scoring and risk assessment,Marketing of new products and services,Compliance with legal obligations (e.g., anti-money laundering)",Extremely important,"Traditional PIIs like passwords, email, phone, etc be compromised",Prefer not to answer
2024-11-08 17:54:29,2024-11-08 17:55:32,IP Address,107.13.167.135,100,62,True,2024-11-08 17:55:32,R_7IXJZdBNNYYNZPe,,,,,35.7614,-78.6015,anonymous,EN,,,,,,,,,,5,,,,,5,,,,,,
2024-11-08 18:28:14,2024-11-08 18:30:02,IP Address,152.7.255.193,100,107,True,2024-11-08 18:30:03,R_1bZ8hn4qXgHYdEt,,,,,35.7633,-78.71,anonymous,EN,18-24,Bachelor's Degree,Somewhat uncomfortable,"Not personally, but I know someone who has",1,5,4,3,5,4,3,3,1,3,4,Social Security Number,,"Opening an account,Loan application,Compliance with legal obligations (e.g., anti-money laundering)",Very important,"Traditional PIIs like passwords, email, phone, etc be compromised",Currently working in or pursuing a career in Tech
2024-11-08 19:44:29,2024-11-08 19:45:57,IP Address,172.72.110.232,100,87,True,2024-11-08 19:45:58,R_3MQYfRnKwFOEzx6,,,,,35.1341,-80.9221,anonymous,EN,25-34,Master's Degree,Somewhat comfortable,"Yes, once",1,5,5,3,4,5,3,2,1,1,1,Social Security Number,,"Opening an account,Loan application",Very important,"Traditional PIIs like passwords, email, phone, etc be compromised",Currently working in or pursuing a career in Tech
2024-11-08 19:45:25,2024-11-08 19:47:29,IP Address,136.31.129.180,100,124,True,2024-11-08 19:47:30,R_1f1f7K3ZBlBAxhs,,,,,35.7633,-78.71,anonymous,EN,18-24,Bachelor's Degree,Somewhat uncomfortable,"Not personally, but I know someone who has",,5,2,2,4,5,4,,,,,Social Security Number,,"Opening an account,Loan application",Extremely important,"Traditional PIIs like passwords, email, phone, etc be compromised",Currently working in or pursuing a career in Tech
2024-11-08 21:43:59,2024-11-08 21:50:07,IP Address,67.183.211.237,100,368,True,2024-11-08 21:50:08,R_7jvOaYlhW5U0lqh,,,,,47.6722,-122.1257,anonymous,EN,25-34,Bachelor's Degree,Neither comfortable nor uncomfortable,Not sure,1,1,1,1,1,1,1,1,1,1,1,Social Security Number,,"Opening an account,Loan application,Credit scoring and risk assessment,Marketing of new products and services,Compliance with legal obligations (e.g., anti-money laundering)",Extremely important,"Traditional PIIs like passwords, email, phone, etc be compromised",Prefer not to answer
2024-11-08 23:42:44,2024-11-08 23:45:43,IP Address,76.38.17.182,100,178,True,2024-11-08 23:45:43,R_1cnQ9CSf9jwkQsV,,,,,35.7633,-78.71,anonymous,EN,18-24,Bachelor's Degree,Extremely comfortable,"Yes, once",,2,1,1,1,,,,,,,Social Security Number,,Loan application,Extremely important,"Traditional PIIs like passwords, email, phone, etc be compromised",Not currently working in or pursuing a career in Tech
2024-11-08 23:53:00,2024-11-08 23:53:28,IP Address,136.31.129.151,100,27,True,2024-11-08 23:53:28,R_3MaHZm9se6oUKdP,,,,,35.7633,-78.71,anonymous,EN,,,,,,,,,,,,,,,,,,,,,
2024-11-09 06:50:30,2024-11-09 06:52:44,IP Address,152.59.193.166,100,134,True,2024-11-09 06:52:45,R_4Lq8pSCXfpWpO2B,,,,,17.3724,78.4378,anonymous,EN,18-24,Bachelor's Degree,Somewhat uncomfortable,"Not personally, but I know someone who has",,3,,,3,3,4,2,,,0,Biometric information,,"Opening an account,Loan application",Extremely important,"Traditional PIIs like passwords, email, phone, etc be compromised",Currently working in or pursuing a career in Tech
2024-11-09 09:08:49,2024-11-09 09:11:58,IP Address,50.72.217.204,100,189,True,2024-11-09 09:11:58,R_3e32nJH08JyJD4w,,,,,48.3566,-89.4661,anonymous,EN,25-34,Master's Degree,Somewhat uncomfortable,"Not personally, but I know someone who has",2,5,3,3,4,5,2,3,3,2,3,Social Security Number,,Opening an account,Extremely important,"Traditional PIIs like passwords, email, phone, etc be compromised",Currently working in or pursuing a career in Tech
2024-11-09 10:39:12,2024-11-09 10:42:36,IP Address,49.37.156.192,100,203,True,2024-11-09 10:42:37,R_4jUFkzdl8yRYFat,,,,,17.3724,78.4378,anonymous,EN,18-24,Bachelor's Degree,Somewhat comfortable,"No, never",1,4,3,1,3,3,5,1,1,1,1,Biometric information,,"Opening an account,Loan application,Credit scoring and risk assessment",Extremely important,"Traditional PIIs like passwords, email, phone, etc be compromised",Currently working in or pursuing a career in Tech
2024-11-09 11:57:17,2024-11-09 12:01:31,IP Address,166.198.25.51,100,253,True,2024-11-09 12:01:31,R_5QrMIyfoWIT34m0,,,,,40.8142,-73.9081,anonymous,EN,18-24,Master's Degree,Extremely uncomfortable,"Yes, multiple times",1,5,5,3,4,5,3,1,1,,,Biometric information,,"Opening an account,Loan application,Compliance with legal obligations (e.g., anti-money laundering)",Extremely important,"Traditional PIIs like passwords, email, phone, etc be compromised",Currently working in or pursuing a career in Tech
2024-11-09 12:39:52,2024-11-09 12:43:02,IP Address,49.43.217.227,100,189,True,2024-11-09 12:43:03,R_42DNFwIbMp3ztay,,,,,17.3724,78.4378,anonymous,EN,18-24,Bachelor's Degree,Extremely uncomfortable,Not sure,1,1,1,1,1,1,1,1,1,1,1,Biometric information,,"Opening an account,Loan application",Extremely important,"Traditional PIIs like passwords, email, phone, etc be compromised",Currently working in or pursuing a career in Tech
2024-11-09 15:44:30,2024-11-09 15:47:18,IP Address,106.216.197.118,100,168,True,2024-11-09 15:47:19,R_4FFupWLKpjohyBX,,,,,17.3724,78.4378,anonymous,EN,25-34,Master's Degree,Somewhat comfortable,"No, never",1,4,3,3,4,3,3,3,5,3,4,Biometric information,,"Loan application,Credit scoring and risk assessment",Extremely important,"Traditional PIIs like passwords, email, phone, etc be compromised",Prefer not to answer
2024-11-09 21:12:08,2024-11-09 21:13:27,IP Address,69.250.65.87,100,79,True,2024-11-09 21:13:27,R_1cZioBi3dFx3P7h,,,,,39.3361,-76.5389,anonymous,EN,18-24,Bachelor's Degree,Extremely uncomfortable,"Not personally, but I know someone who has",3,4,3,5,3,3,3,3,2,2,4,Biometric information,,"Opening an account,Loan application,Compliance with legal obligations (e.g., anti-money laundering)",Extremely important,"Traditional PIIs like passwords, email, phone, etc be compromised",Currently working in or pursuing a career in Tech
2024-11-12 08:05:45,2024-11-12 08:07:16,IP Address,49.33.192.244,100,90,True,2024-11-12 08:07:16,R_4E6mwONOUPLFtfP,,,,,19.0748,72.8856,anonymous,EN,,,,,,,,,,,,,,,,,,,,,
2024-11-13 15:55:31,2024-11-13 15:59:27,IP Address,152.7.255.203,100,235,True,2024-11-13 15:59:29,R_1m5xf7yzwSe5e7L,,,,,35.7633,-78.71,anonymous,EN,18-24,Master's Degree,Somewhat uncomfortable,"Not personally, but I know someone who has",1,4,1,2,4,3,1,1,1,1,1,Biometric information,,"Opening an account,Loan application",Extremely important,"Traditional PIIs like passwords, email, phone, etc be compromised",Currently working in or pursuing a career in Tech
2024-11-13 15:58:55,2024-11-13 16:05:21,IP Address,152.7.255.201,100,386,True,2024-11-13 16:05:22,R_5PdRFCoI88opWVz,,,,,35.7633,-78.71,anonymous,EN,18-24,Bachelor's Degree,Neither comfortable nor uncomfortable,"No, never",1,3,4,4,4,3,3,2,1,1,1,Social Security Number,,"Loan application,Credit scoring and risk assessment",Very important,"Traditional PIIs like passwords, email, phone, etc be compromised",Currently working in or pursuing a career in Tech
2024-11-14 12:58:08,2024-11-14 12:58:43,IP Address,71.69.164.17,100,34,True,2024-11-14 12:58:43,R_1f9Ba8oQbUfRtql,,,,,35.7614,-78.6015,anonymous,EN,18-24,Bachelor's Degree,Neither comfortable nor uncomfortable,"Yes, once",2,2,2,4,2,2,1,2,1,2,2,Personal Address,,Credit scoring and risk assessment,Moderately important,"Biometric ( fingerprints, facial recognition) and Behavioral(phone use patterns, etc) PIIs be compromised",Not currently working in or pursuing a career in Tech
2024-11-18 15:10:17,2024-11-18 15:12:43,IP Address,64.71.91.5,100,145,True,2024-11-18 15:12:43,R_6aUqi3GAc4oHCKJ,,,,,27.7077,-97.3551,anonymous,EN,18-24,Master's Degree,Somewhat uncomfortable,"Not personally, but I know someone who has",5,3,5,4,3,3,5,5,5,5,5,Biometric information,,"Opening an account,Loan application,Compliance with legal obligations (e.g., anti-money laundering)",Very important,"Biometric ( fingerprints, facial recognition) and Behavioral(phone use patterns, etc) PIIs be compromised",Not currently working in or pursuing a career in Tech
2024-11-18 15:46:11,2024-11-18 15:47:55,IP Address,152.7.255.194,100,103,True,2024-11-18 15:47:55,R_1QfDjktSbo1BUn5,,,,,35.7633,-78.71,anonymous,EN,18-24,Some College,Somewhat comfortable,Not sure,5,5,5,1,5,5,5,5,3,5,5,Motherâ€™s Maiden Name,,"Opening an account,Loan application,Credit scoring and risk assessment,Compliance with legal obligations (e.g., anti-money laundering)",Very important,"Traditional PIIs like passwords, email, phone, etc be compromised",Currently working in or pursuing a career in Tech
2024-11-18 15:46:02,2024-11-18 15:47:57,IP Address,152.7.255.194,100,114,True,2024-11-18 15:47:57,R_6Ig5Ud4ibMKgR5e,,,,,35.7633,-78.71,anonymous,EN,18-24,Bachelor's Degree,Somewhat comfortable,"Not personally, but I know someone who has",1,5,4,4,4,4,4,3,1,2,2,Motherâ€™s Maiden Name,,"Opening an account,Loan application,Compliance with legal obligations (e.g., anti-money laundering)",Extremely important,"Traditional PIIs like passwords, email, phone, etc be compromised",Currently working in or pursuing a career in Tech
2024-11-18 15:47:49,2024-11-18 15:49:55,IP Address,152.7.255.206,100,126,True,2024-11-18 15:49:56,R_3hz4c88CqAtaidw,,,,,35.797,-78.6865,anonymous,EN,18-24,Bachelor's Degree,Neither comfortable nor uncomfortable,Not sure,1,5,5,5,5,5,4,4,5,5,4,Social Security Number,,"Opening an account,Credit scoring and risk assessment,Compliance with legal obligations (e.g., anti-money laundering)",Very important,"Biometric ( fingerprints, facial recognition) and Behavioral(phone use patterns, etc) PIIs be compromised",Currently working in or pursuing a career in Tech
2024-11-18 16:01:34,2024-11-18 16:02:41,IP Address,76.182.71.81,100,66,True,2024-11-18 16:02:42,R_12z50ergrS1YBPX,,,,,35.7614,-78.6015,anonymous,EN,18-24,Bachelor's Degree,Somewhat uncomfortable,"Yes, multiple times",3,5,5,4,4,4,2,2,1,4,2,Biometric information,,"Opening an account,Loan application,Credit scoring and risk assessment,Compliance with legal obligations (e.g., anti-money laundering)",Very important,"Traditional PIIs like passwords, email, phone, etc be compromised",Currently working in or pursuing a career in Tech
2024-11-18 16:07:57,2024-11-18 16:09:01,IP Address,207.193.220.71,100,64,True,2024-11-18 16:09:02,R_3Wma7P9Z1XvSDGF,,,,,35.7919,-78.6541,anonymous,EN,18-24,High School,Neither comfortable nor uncomfortable,"No, never",1,5,3,3,4,2,2,1,1,1,1,Biometric information,,"Opening an account,Loan application,Marketing of new products and services",Slightly important,"Biometric ( fingerprints, facial recognition) and Behavioral(phone use patterns, etc) PIIs be compromised",Not currently working in or pursuing a career in Tech
2024-11-18 16:18:26,2024-11-18 16:20:48,IP Address,152.7.255.192,100,141,True,2024-11-18 16:20:49,R_5syOwWrYc1fRO5q,,,,,35.7633,-78.71,anonymous,EN,25-34,Master's Degree,Extremely uncomfortable,"No, never",1,4,3,2,2,3,2,2,1,1,2,Social Security Number,,"Opening an account,Loan application,Credit scoring and risk assessment,Compliance with legal obligations (e.g., anti-money laundering)",Very important,"Traditional PIIs like passwords, email, phone, etc be compromised",Currently working in or pursuing a career in Tech
2024-11-18 16:21:17,2024-11-18 16:23:32,IP Address,152.7.255.201,100,135,True,2024-11-18 16:23:33,R_3ynzgGos2zJe5VL,,,,,35.7633,-78.71,anonymous,EN,25-34,Bachelor's Degree,Extremely uncomfortable,Not sure,1,5,5,3,5,5,1,1,1,1,3,Social Security Number,,"Opening an account,Loan application,Credit scoring and risk assessment,Compliance with legal obligations (e.g., anti-money laundering)",Extremely important,"Biometric ( fingerprints, facial recognition) and Behavioral(phone use patterns, etc) PIIs be compromised",Currently working in or pursuing a career in Tech
2024-11-18 16:25:59,2024-11-18 16:30:00,IP Address,65.190.55.19,100,241,True,2024-11-18 16:30:01,R_6H0KLn6xpxI8P55,,,,,35.8235,-78.8256,anonymous,EN,25-34,Associate's Degree,Somewhat uncomfortable,"Yes, once",1,2,2,2,2,2,2,3,1,1,1,Biometric information,,"Opening an account,Compliance with legal obligations (e.g., anti-money laundering)",Extremely important,"Traditional PIIs like passwords, email, phone, etc be compromised",Currently working in or pursuing a career in Tech
2024-11-18 16:35:44,2024-11-18 16:40:26,IP Address,49.43.233.43,100,282,True,2024-11-18 16:40:27,R_4LhAPh7asSTNeBr,,,,,17.3724,78.4378,anonymous,EN,18-24,High School,Neither comfortable nor uncomfortable,"Yes, multiple times",2,5,1,1,4,5,5,1,1,4,5,Social Security Number,,"Opening an account,Loan application,Credit scoring and risk assessment,Compliance with legal obligations (e.g., anti-money laundering)",Very important,"Biometric ( fingerprints, facial recognition) and Behavioral(phone use patterns, etc) PIIs be compromised",Currently working in or pursuing a career in Tech
2024-11-18 16:37:19,2024-11-18 16:40:45,IP Address,152.7.255.194,100,206,True,2024-11-18 16:40:46,R_5Nd8pyaMOopSaxb,,,,,35.7633,-78.71,anonymous,EN,18-24,Master's Degree,Extremely uncomfortable,"Not personally, but I know someone who has",5,5,5,5,5,5,1,3,1,1,1,Social Security Number,,"Loan application,Credit scoring and risk assessment",Extremely important,"Traditional PIIs like passwords, email, phone, etc be compromised",Currently working in or pursuing a career in Tech
2024-11-18 16:40:30,2024-11-18 16:43:30,IP Address,152.7.255.206,100,179,True,2024-11-18 16:43:30,R_7h09qeG90OZXY13,,,,,35.7633,-78.71,anonymous,EN,18-24,Associate's Degree,Neither comfortable nor uncomfortable,"Yes, once",1,5,4,3,4,3,2,2,1,1,2,Social Security Number,,"Opening an account,Loan application,Credit scoring and risk assessment,Compliance with legal obligations (e.g., anti-money laundering)",Extremely important,"Traditional PIIs like passwords, email, phone, etc be compromised",Currently working in or pursuing a career in Tech
2024-11-18 17:22:58,2024-11-18 17:24:56,IP Address,172.59.217.60,100,117,True,2024-11-18 17:24:57,R_5idFQ4FuFc4nwMF,,,,,34.9071,-81.0073,anonymous,EN,18-24,Master's Degree,Neither comfortable nor uncomfortable,"Not personally, but I know someone who has",1,3,1,1,1,1,1,1,1,1,1,Date of Birth,,"Opening an account,Loan application",Extremely important,"Traditional PIIs like passwords, email, phone, etc be compromised",Currently working in or pursuing a career in Tech
2024-11-18 19:21:10,2024-11-18 19:24:32,IP Address,72.88.210.136,100,202,True,2024-11-18 19:24:33,R_5mszIAcZBwcXNDf,,,,,40.4992,-74.4996,anonymous,EN,18-24,Master's Degree,Somewhat uncomfortable,"Yes, once",4,5,5,5,5,5,3,3,2,2,2,Personal Address,,Loan application,Extremely important,"Traditional PIIs like passwords, email, phone, etc be compromised",Currently working in or pursuing a career in Tech
2024-11-18 19:29:15,2024-11-18 19:33:07,IP Address,172.56.249.237,100,232,True,2024-11-18 19:33:08,R_5K8OFv9sMrV0Kic,,,,,39.8499,-86.2649,anonymous,EN,45-54,Master's Degree,Neither comfortable nor uncomfortable,"Yes, multiple times",2,5,5,2,5,3,3,2,2,2,3,Social Security Number,,"Opening an account,Loan application",Extremely important,"Traditional PIIs like passwords, email, phone, etc be compromised",Currently working in or pursuing a career in Tech
2024-11-18 22:00:30,2024-11-18 22:02:45,IP Address,76.38.16.165,100,134,True,2024-11-18 22:02:45,R_6CS9LpOGAHc5KaR,,,,,35.7633,-78.71,anonymous,EN,25-34,Bachelor's Degree,Somewhat uncomfortable,"Not personally, but I know someone who has",1,4,3,1,4,3,2,1,1,1,1,,,"Opening an account,Loan application",Extremely important,,Currently working in or pursuing a career in Tech
